FID,STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990,STAIDT
1788,02271500,JOSEPHINE CREEK NEAR DE SOTO CITY FL,Non-ref,SECstPlain,307.6326,03,27.374208,-81.393406,FL," ",yes,60,57,20,T02271500
1789,02273000,"KISSIMMEE R AT S-65E NR OKEECHOBEE, FLA.",Non-ref,SECstPlain,5876.04,03,27.22588,-80.962564,FL," "," ",74,53,15,T02273000
1790,02274005,"OTTER CREEK NEAR OKEECHOBEE, FL",Non-ref,SECstPlain,23.2245,03,27.377542,-80.845339,FL," ",yes,6,6,6,T02274005
1791,02274010,"TAYLOR CREEK NEAR OKEECHOBEE, FL",Non-ref,SECstPlain,135.0774,03,27.36532,-80.87256,FL," ",yes,4,4,4,T02274010
1792,02274325,"TAYLOR CREEK AT GRASSY ISLAND NR OKEECHOBEE, FL",Non-ref,SECstPlain,166.6314,03,27.316389,-80.838333,FL," ",yes,1,1,1,T02274325
1793,02274500,"TAYLOR CREEK ABOVE OKEECHOBEE, FL",Non-ref,SECstPlain,251.5428,03,27.284167,-80.822222,FL," "," ",26,26,0,T02274500
1794,02275503,"TAYLOR CREEK AT HGS-6 NEAR OKEECHOBEE, FL",Non-ref,SECstPlain,312.2451,03,27.20667,-80.79806,FL," ",yes,3,3,3,T02275503
1795,02275625,"NUBBIN SLOUGH NEAR OKEECHOBEE, FL",Non-ref,SECstPlain,60.714,03,27.205603,-80.742836,FL," ",yes,3,3,3,T02275625
1796,02277000,ST LUCIE CA AT LOCK NR STUART FLA,Non-ref,SECstPlain,13096.69,03,27.111162,-80.28477,FL," "," ",45,45,8,T02277000
1797,02277600,"LOXAHATCHEE RIVER NEAR JUPITER,FL",Non-ref,SECstPlain,6.9156,03,26.939224,-80.174767,FL," ",yes,37,37,19,T02277600
1798,02291500,"IMPERIAL RIVER NEAR BONITA SPRINGS, FL",Non-ref,SECstPlain,513.8334,03,26.335639,-81.74953,FL," ",yes,36,27,20,T02291500
1799,02291580,"NORTH BRANCH ESTERO RIVER AT ESTERO, FL",Non-ref,SECstPlain,75.1347,03,26.442025,-81.795641,FL," ",yes,22,22,20,T02291580
1800,02292900,"CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA",Non-ref,SECstPlain,2399.511,03,26.723957,-81.698415,FL," ",yes,36,36,13,T02292900
1801,022929176,"TELEGRAPH CREEK AT STATE HIGHWAY AT OLGA, FL",Non-ref,SECstPlain,221.031,03,26.72994,-81.70186,FL," ",yes,1,1,1,T022929176
1802,02293055,"ORANGE RIVER NEAR BUCKINGHAM, FL",Non-ref,SECstPlain,190.5714,03,26.69194,-81.75944,FL," ",yes,1,1,1,T02293055
1803,02293090,"Popash Creek at Leetana Rd. nr North Fort Myers,FL",Non-ref,SECstPlain,54.6606,03,26.71572,-81.80867,FL," ",yes,0,0,0,T02293090
1804,02293190,BILLYS CR AT FT MYERS FL,Non-ref,SECstPlain,12.8394,03,26.65389,-81.84056,FL," ",yes,0,0,0,T02293190
1805,02294161,PEACE CREEK NEAR BARTOW FL,Non-ref,SECstPlain,584.3205,03,27.924444,-81.795556,FL," ",yes,4,4,4,T02294161
1806,02294217,SADDLE CREEK AT ST.HWY 542 NEAR LAKELAND FL,Non-ref,SECstPlain,151.0938,03,28.044187,-81.876192,FL," ",yes,14,14,13,T02294217
1807,02294290,SADDLE CREEK AT STATE HWY 570 NEAR EATON PARK FL,Non-ref,SECstPlain,173.6658,03,28.00447,-81.85203,FL," ",yes,0,0,0,T02294290
1808,02294330,LAKE LENA RUN NEAR AUBURNDALE FL,Non-ref,SECstPlain,49.7961,03,28.000022,-81.812025,FL," ",yes,1,1,0,T02294330
1809,02294491,SADDLE CREEK AT STRUCTURE P-11 NEAR BARTOW FL,Non-ref,SECstPlain,381.3912,03,27.938358,-81.851193,FL," ",yes,45,45,20,T02294491
1810,02294650,PEACE RIVER AT BARTOW FL,Non-ref,SECstPlain,1031.036,03,27.902248,-81.817304,FL," ",yes,70,60,20,T02294650
1811,02294655,PEACE RIVER NEAR BARTOW FL,Non-ref,SECstPlain,1047.687,03,27.88306,-81.80444,FL," ",yes,7,7,7,T02294655
1812,02294775,PEACE RIVER AT CLEAR SPRINGS NEAR BARTOW FL,Non-ref,SECstPlain,1056.039,03,27.86333,-81.8075,FL," ",yes,7,7,7,T02294775
1813,02294781,PEACE RIVER NEAR HOMELAND FL,Non-ref,SECstPlain,1285.851,03,27.82114,-81.79953,FL," ",yes,8,8,8,T02294781
1814,02294898,PEACE RIVER AT FORT MEADE FL,Non-ref,SECstPlain,1246.396,03,27.751419,-81.782027,FL," ",yes,35,35,20,T02294898
1815,02295013,BOWLEGS CREEK NEAR FORT MEADE FL,Ref,SECstPlain,147.4632,03,27.700032,-81.695358,FL," ",yes,22,22,18,T02295013
1816,02295163,WHIDDEN CREEK NEAR FORT MEADE FL,Non-ref,SECstPlain,93.2202,03,27.707254,-81.807583,FL," ",yes,0,0,0,T02295163
1817,02295420,PAYNE CREEK NEAR BOWLING GREEN FL,Non-ref,SECstPlain,315.5949,03,27.62059,-81.825638,FL," ",yes,35,35,20,T02295420
1818,02295637,PEACE RIVER AT ZOLFO SPRINGS FL,Non-ref,SECstPlain,2280.138,03,27.504483,-81.800916,FL," ",yes,76,60,20,T02295637
1819,02296223,LITTLE CHARLEY BOWLEGS CREEK NEAR SEBRING FL,Non-ref,SECstPlain,120.3246,03,27.478094,-81.556743,FL," "," ",31,31,0,T02296223
1820,02296260,CHARLIE CREEK NEAR CREWSVILLE FL,Non-ref,SECstPlain,496.6614,03,27.459484,-81.678413,FL," ",yes,4,4,4,T02296260
1821,02296500,CHARLIE CREEK NEAR GARDNER FL,Ref,SECstPlain,886.3965,03,27.375043,-81.796471,FL,yes,yes,59,59,20,T02296500
1822,02296750,PEACE RIVER AT ARCADIA FL,Non-ref,SECstPlain,3435.95,03,27.222271,-81.875917,FL," ",yes,78,60,20,T02296750
1823,02297100,JOSHUA CREEK AT NOCATEE FL,Non-ref,SECstPlain,350.4303,03,27.166718,-81.879528,FL," ",yes,59,59,20,T02297100
1824,02297105,PEACE RIVER AT NOCATEE FL,Non-ref,SECstPlain,3649.551,03,27.1625,-81.90194,FL," ",yes,2,2,2,T02297105
1825,02297155,HORSE CREEK NEAR MYAKKA HEAD FL,Ref,SECstPlain,93.6036,03,27.487261,-82.02342,FL,yes,yes,32,32,20,T02297155
1826,02297310,HORSE CREEK NEAR ARCADIA FL,Ref,SECstPlain,528.3765,03,27.199495,-81.988419,FL,yes,yes,59,59,20,T02297310
1827,02298110,PRAIRIE CREEK UPSTREAM OF SR 31 NEAR FT OGDEN FL,Non-ref,SECstPlain,428.0904,03,27.04156,-81.74317,FL," ",yes,2,2,2,T02298110
1828,02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,Ref,SECstPlain,540.6534,03,27.052,-81.784527,FL,yes,yes,37,37,20,T02298123
1829,02298202,SHELL CREEK NEAR PUNTA GORDA FL,Non-ref,SECstPlain,886.2192,03,26.984781,-81.935641,FL," ",yes,37,37,15,T02298202
1830,02298488,MYAKKA RIVER UPST FROM YOUNGS CK NR MYAKKA CITY FL,Ref,SECstPlain,69.8562,03,27.429208,-82.1387,FL," ",yes,10,10,10,T02298488
1831,02298495,MAPLE CREEK NEAR MYAKKA CITY FL,Ref,SECstPlain,11.3886,03,27.384488,-82.129811,FL," ",yes,10,10,10,T02298495
1832,02298530,COKER CREEK NEAR MYAKKA CITY FL,Ref,SECstPlain,15.1569,03,27.409765,-82.175089,FL," ",yes,10,10,10,T02298530
1833,02298554,MYAKKA RIVER NEAR MYAKKA CITY FL,Ref,SECstPlain,211.1319,03,27.366155,-82.149256,FL," ",yes,8,8,8,T02298554
1834,02298608,MYAKKA RIVER AT MYAKKA CITY FL,Ref,SECstPlain,312.3423,03,27.343656,-82.156756,FL,yes,yes,35,35,20,T02298608
1835,02298760,HOWARD CREEK NEAR SARASOTA FL,Non-ref,SECstPlain,54.999,03,27.28838,-82.34009,FL," ",yes,20,20,15,T02298760
1836,02298830,MYAKKA RIVER NEAR SARASOTA FL,Non-ref,SECstPlain,588.573,03,27.240605,-82.313704,FL," ",yes,73,60,20,T02298830
1837,02298880,MYAKKA RIVER AT CONTROL NEAR LAUREL FL,Non-ref,SECstPlain,682.3655,03,27.18561,-82.35565,FL," ",yes,1,1,1,T02298880
1838,02299450,BIG SLOUGH AT TROPICAIRE BLVD NEAR NORTH PORT FL,Non-ref,SECstPlain,196.1838,03,27.121165,-82.193424,FL," ",yes,8,8,8,T02299450
1839,02299472,BIG SLOUGH AT WEST PRICE BLVD NEAR NORTH PORT FL,Non-ref,SECstPlain,221.4567,03,27.069333,-82.220333,FL," ",yes,2,2,2,T02299472
1840,02299861,WALKER CREEK NEAR SARASOTA FL,Non-ref,SECstPlain,13.9329,03,27.367822,-82.544264,FL," ",yes,18,18,18,T02299861
1841,02299950,MANATEE RIVER NEAR MYAKKA HEAD FL,Ref,SECstPlain,174.2715,03,27.473651,-82.211201,FL,yes,yes,43,43,20,T02299950
1842,02300018,GAMBLE CREEK NEAR PARRISH FL,Non-ref,SECstPlain,123.9498,03,27.553371,-82.389538,FL," ",yes,9,9,9,T02300018
1843,02300021,MANATEE RIVER AT FORT HAMER FL,Non-ref,SECstPlain,551.0835,03,27.518372,-82.42815,FL," ",yes,0,0,0,T02300021
1844,02300033,BRADEN RIV AT LAKEWOOD RANCH NR LORRAINE FL,Non-ref,SECstPlain,71.0532,03,27.42056,-82.42611,FL," ",yes,3,3,3,T02300033
1845,02300042,WARD LAKE NEAR BRADENTON FL,Non-ref,SECstPlain,167.1885,03,27.44143,-82.4876,FL," ",yes,17,17,17,T02300042
1846,02300075,FROG CREEK AT BUFFALO ROAD NEAR RUBONIA FL,Non-ref,SECstPlain,35.2962,03,27.579917,-82.513389,FL," ",yes,2,2,2,T02300075
1847,02300082,FROG CREEK NEAR RUBONIA FL,Non-ref,SECstPlain,53.1783,03,27.58806,-82.53972,FL," ",yes,2,2,2,T02300082
1848,02300100,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,Non-ref,SECstPlain,95.7897,03,27.704754,-82.197867,FL," ",yes,46,46,20,T02300100
1849,02300210,SOUTH FORK LITTLE MANATEE RIVER NEAR PARRISH FL,Non-ref,SECstPlain,56.223,03,27.60198,-82.211201,FL," ",yes,9,9,9,T02300210
1850,02300300,SOUTH FORK LITTLE MANATEE RIVER NEAR WIMAUMA FL,Non-ref,SECstPlain,98.73,03,27.649478,-82.294258,FL," ",yes,10,10,9,T02300300
1851,02300500,LITTLE MANATEE RIVER NEAR WIMAUMA FL,Non-ref,SECstPlain,405.2592,03,27.671143,-82.352593,FL," ",yes,70,60,20,T02300500
1852,02300700,BULLFROG CREEK NEAR WIMAUMA FL,Ref,SECstPlain,73.84104,03,27.791972,-82.352037,FL,yes,yes,34,34,20,T02300700
1853,02300882,NORTH PRONG ALAFIA RIVER NEAR NICHOLS FL,Non-ref,SECstPlain,95.1498,03,27.8903,-82.01175,FL," ",yes,1,1,1,T02300882
1854,02301000,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,Non-ref,SECstPlain,346.824,03,27.883915,-82.100087,FL," ",yes,56,56,17,T02301000
1855,02301150,SOUTH PRONG ALAFIA RIVER NEAR FT LONESOME FL,Non-ref,SECstPlain,184.8699,03,27.72931,-82.07428,FL," ",yes,1,1,1,T02301150
1856,02301300,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,Non-ref,SECstPlain,281.3526,03,27.796695,-82.117588,FL," ",yes,46,46,20,T02301300
1857,02301500,ALAFIA RIVER AT LITHIA FL,Non-ref,SECstPlain,868.2588,03,27.872248,-82.211201,FL," ",yes,77,60,20,T02301500
1858,02301719,ALAFIA RIVER NEAR GIBSONTON FL,Non-ref,SECstPlain,1077.435,03,27.85697,-82.357593,FL," ",yes,0,0,0,T02301719
1859,02301738,ARCHIE CREEK AT 78TH STREET NEAR TAMPA FL,Non-ref,SECstPlain,7.5861,03,27.880025,-82.370648,FL," ",yes,10,10,10,T02301738
1860,02301750,DELANEY CREEK NEAR TAMPA FL,Non-ref,SECstPlain,35.84275,03,27.925856,-82.364259,FL," ",yes,25,25,20,T02301750
1861,02301800,SIXMILE CREEK AT TAMPA FL,Non-ref,SECstPlain,83.2104,03,27.966688,-82.368426,FL," "," ",27,27,8,T02301800
1862,02301900,"FOX BRANCH NEAR SOCRUM, FL",Non-ref,SECstPlain,22.3596,03,28.182603,-82.011872,FL," ",yes,45,45,20,T02301900
1863,02301990,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,Ref,SECstPlain,238.9185,03,28.185567,-82.183974,FL," ",yes,26,26,20,T02301990
1864,02302010,HILLSBOROUGH R BL CRYSTAL SPR NEAR ZEPHYRHILLS FL,Non-ref,SECstPlain,184.0086,03,28.17861,-82.18917,FL," ",yes,4,4,3,T02302010
1865,02302500,BLACKWATER CREEK NEAR KNIGHTS FL,Non-ref,SECstPlain,242.9253,03,28.14057,-82.149807,FL," ",yes,58,58,20,T02302500
1866,02303000,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,Non-ref,SECstPlain,618.7212,03,28.150013,-82.232309,FL," ",yes,70,60,20,T02303000
1867,02303205,BAKER CREEK AT MCINTOSH ROAD NEAR ANTIOCH FL,Non-ref,SECstPlain,57.132,03,28.028353,-82.245368,FL," ",yes,17,17,17,T02303205
1868,02303300,FLINT CREEK NEAR THONOTOSASSA FL,Non-ref,SECstPlain,149.6115,03,28.068073,-82.26759,FL," "," ",23,23,2,T02303300
1869,02303330,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,Non-ref,SECstPlain,985.014,03,28.097516,-82.312312,FL," ",yes,37,37,20,T02303330
1870,02303350,TROUT CREEK NEAR SULPHUR SPRINGS FL,Non-ref,SECstPlain,41.9904,03,28.134722,-82.361944,FL," ",yes,35,35,20,T02303350
1871,02303400,CYPRESS CREEK NEAR SAN ANTONIO FL,Non-ref,SECstPlain,120.3696,03,28.323889,-82.384167,FL," ",yes,45,45,19,T02303400
1872,02303420,CYPRESS CREEK AT WORTHINGTON GARDENS FL,Non-ref,SECstPlain,292.1625,03,28.185845,-82.400647,FL," ",yes,35,35,20,T02303420
1873,02303800,CYPRESS CREEK NEAR SULPHUR SPRINGS FL,Non-ref,SECstPlain,407.8359,03,28.089183,-82.408982,FL," ",yes,45,45,20,T02303800
1874,02304500,HILLSBOROUGH RIVER NEAR TAMPA FL,Non-ref,SECstPlain,1600.519,03,28.023908,-82.427594,FL," ",yes,71,60,20,T02304500
1875,02304510,HILLSBOROUGH RIVER AT ROWLETT PK DR NEAR TAMPA FL,Non-ref,SECstPlain,1601.19,03,28.02113,-82.43454,FL," ",yes,0,0,0,T02304510
1876,02306500,SWEETWATER CREEK NEAR SULPHUR SPRINGS FL,Non-ref,SECstPlain,13.5585,03,28.043073,-82.511762,FL," ",yes,58,58,20,T02306500
1877,02306647,SWEETWATER CREEK NEAR TAMPA FL,Non-ref,SECstPlain,41.8347,03,28.013908,-82.545096,FL," ",yes,24,24,20,T02306647
1878,02306774,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,Non-ref,SECstPlain,52.95789,03,28.06585,-82.565652,FL," ",yes,24,24,20,T02306774
1879,02306950,BRUSHY CREEK NEAR CITRUS PARK FL,Non-ref,SECstPlain,41.832,03,28.065017,-82.555374,FL," ",yes,16,16,16,T02306950
1880,02307000,ROCKY CREEK NEAR SULPHUR SPRINGS FL,Non-ref,SECstPlain,112.179,03,28.036962,-82.57593,FL," ",yes,56,56,20,T02307000
1881,02307323,BROOKER CREEK NEAR LAKE FERN FL,Non-ref,SECstPlain,63.6642,03,28.140847,-82.639821,FL," ",yes,24,24,5,T02307323
1882,02307359,"BROOKER CREEK NEAR TARPON SPRINGS, FL.",Non-ref,SECstPlain,80.02354,03,28.095833,-82.6875,FL," ",yes,59,59,20,T02307359
1883,02307668,ALLIGATOR CREEK BELOW BELCHER RD AT CLEARWATER FL,Non-ref,SECstPlain,7.7247,03,27.979742,-82.742323,FL," ",yes,7,7,7,T02307668
1884,02307671,ALLIGATOR CR BELOW US HWY 19 AT CLEARWATER FL,Non-ref,SECstPlain,12.1041,03,27.9753,-82.72732,FL," ",yes,16,16,11,T02307671
1885,02307697,ALLIGATOR CREEK AT SAFETY HARBOR FL,Non-ref,SECstPlain,21.1212,03,27.979464,-82.695655,FL," "," ",23,23,0,T02307697
1886,02308935,SAINT JOE CREEK AT PINELLAS PARK FL,Non-ref,SECstPlain,6.7464,03,27.814192,-82.695655,FL," ",yes,15,15,11,T02308935
1887,02309415,CURLEW CREEK AT EVANS ROAD NEAR DUNEDIN FL,Non-ref,SECstPlain,1.1286,03,28.023352,-82.740657,FL," ",yes,10,10,10,T02309415
1888,02309421,CURLEW CREEK AT BELCHER ROAD NEAR OZONA FL,Non-ref,SECstPlain,8.0235,03,28.04,-82.7475,FL," ",yes,7,7,7,T02309421
1889,02309848,"SOUTH BRANCH ANCLOTE RIVER NEAR ODESSA, FL.",Non-ref,SECstPlain,43.62462,03,28.185444,-82.553361,FL," ",yes,39,39,20,T02309848
1890,02310000,ANCLOTE RIVER NEAR ELFERS FL,Non-ref,SECstPlain,177.6188,03,28.214178,-82.666488,FL," ",yes,63,60,20,T02310000
1891,02310147,HOLLIN CREEK NEAR TARPON SPRINGS FL,Ref,SECstPlain,9.3321,03,28.162513,-82.710378,FL," "," ",27,27,19,T02310147
1892,02310525,WEEKI WACHEE RIVER NEAR BROOKSVILLE FL,Non-ref,SECstPlain,84.5568,03,28.518885,-82.582322,FL," ",yes,15,15,15,T02310525
1893,02310650,CHASSAHOWITZKA RIVER NEAR HOMOSASSA FL,Non-ref,SECstPlain,16.9371,03,28.715264,-82.576766,FL," ",yes,0,0,0,T02310650
1894,02310700,HOMOSASSA R AT HOMOSASSA FL,Non-ref,SECstPlain,401.7852,03,28.785261,-82.617878,FL," ",yes,0,0,0,T02310700
1895,02310747,CRYSTAL RIVER AT BAGLEY COVE NEAR CRYSTAL RIVER FL,Non-ref,SECstPlain,136.2141,03,28.906389,-82.623889,FL," ",yes,0,0,0,T02310747
1896,02310947,"WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FLA.",Ref,SECstPlain,649.5634,03,28.311952,-82.055915,FL,yes,yes,42,42,20,T02310947
1897,02311500,"WITHLACOOCHEE RIVER NR DADE CITY, FLA.",Non-ref,SECstPlain,923.8059,03,28.352504,-82.125916,FL," ",yes,28,26,20,T02311500
1898,02312000,"WITHLACOOCHEE RIVER AT TRILBY, FLA.",Non-ref,SECstPlain,1372.373,03,28.479998,-82.177585,FL," ",yes,79,60,20,T02312000
1899,02312200,"LITTLE WITHLACOOCHEE RIVER AT RERDELL, FLA.",Ref,SECstPlain,413.4789,03,28.572773,-82.155363,FL,yes,yes,51,51,20,T02312200
1900,02312300,WITHLACOOCHEE RIVER AT RITAL FL,Non-ref,SECstPlain,1441.229,03,28.521107,-82.209253,FL," ",yes,5,5,5,T02312300
1901,02312500,"WITHLACOOCHEE RIVER AT CROOM, FLA.",Non-ref,SECstPlain,1970.221,03,28.592771,-82.222032,FL," ",yes,70,60,20,T02312500
1902,02312558,"WITHLACOOCHEE RIVER AT NOBLETON, FL",Non-ref,SECstPlain,2270.466,03,28.644436,-82.257034,FL," ",yes,4,4,4,T02312558
1903,02312598,"WITHLACOOCHEE RIVER NR PINEOLA, FL",Non-ref,SECstPlain,2494.193,03,28.724156,-82.242312,FL," ",yes,3,3,3,T02312598
1904,02312600,"WITHLACOOCHEE RIVER NR FLORAL CITY, FLA.",Non-ref,SECstPlain,2508.537,03,28.7436,-82.220089,FL," ",yes,26,26,20,T02312600
1905,02312667,"SHADY BROOK NR SUMTERVILLE, FLA.",Non-ref,SECstPlain,26.7291,03,28.770267,-82.063696,FL," ",yes,25,25,18,T02312667
1906,02312700,"OUTLET RIVER AT PANACOOCHEE RETREATS, FL",Non-ref,SECstPlain,940.1255,03,28.800265,-82.152866,FL," ",yes,46,46,19,T02312700
1907,02312720,"WITHLACOOCHEE R AT WYSONG DAM AT CARLSON, FLA.",Non-ref,SECstPlain,3981.51,03,28.82332,-82.183145,FL," ",yes,43,43,20,T02312720
1908,02312722,"WITHLACOOCHEE RIVER NR RUTLAND, FL",Non-ref,SECstPlain,4027.07,03,28.851929,-82.220924,FL," ",yes,4,4,4,T02312722
1909,02312762,"WITHLACOOCHEE RIVER NEAR INVERNESS, FL",Non-ref,SECstPlain,4110.682,03,28.912204,-82.280093,FL," ",yes,8,8,8,T02312762
1910,02313000,"WITHLACOOCHEE RIVER NR HOLDER, FLA.",Non-ref,SECstPlain,4742.193,03,28.988868,-82.349541,FL," ",yes,78,60,20,T02313000
1911,02313230,"WITHLACOOCHEE R AT INGLIS DAM NR DUNNELLON, FLA.",Non-ref,SECstPlain,4894.051,03,29.009975,-82.61677,FL," ",yes,40,40,20,T02313230
1912,02313700,"WACCASASSA RIVER NR GULF HAMMOCK, FLA.",Ref,SECstPlain,1031.603,03,29.20413,-82.769,FL," ",yes,3,3,2,T02313700
1913,02314200,"TENMILE CREEK AT LEBANON STATION, FL",Ref,SECstPlain,70.18747,03,29.160833,-82.639167,FL," "," ",29,29,3,T02314200
1914,02314500,"SUWANNEE RIVER AT US 441, AT FARGO, GA",Ref,SECstPlain,3322.154,03,30.680556,-82.560556,GA,yes,yes,76,60,20,T02314500
1915,02315000,SUWANNEE R NR BENTON FLA,Ref,SECstPlain,5007.962,03,30.508553,-82.697074,FL," ",yes,28,27,13,T02315000
1916,02315500,"SUWANNEE RIVER AT WHITE SPRINGS, FLA.",Ref,SECstPlain,6136.255,03,30.325781,-82.738183,FL,yes,yes,84,60,20,T02315500
1917,02315550,SUWANNEE RIVER AT SUWANNEE SPRINGS FLA,Ref,SECstPlain,6622.207,03,30.392999,-82.933187,FL," "," ",22,22,7,T02315550
1918,02316000,"ALAPAHA RIVER NEAR ALAPAHA, GA",Non-ref,SEPlains,1699.078,03,31.384363,-83.192376,GA," ",yes,46,34,7,T02316000
1919,02317500,"ALAPAHA RIVER AT STATENVILLE, GA",Non-ref,SEPlains,3601.398,03,30.704101,-83.033196,GA," ",yes,77,60,20,T02317500
1920,02317620,ALAPAHA RIVER NEAR JENNINGS FLA,Non-ref,SEPlains,4298.27,03,30.598269,-83.073195,FL," ",yes,14,14,4,T02317620
1921,023177483,"WITHLACOOCHEE RIVER AT MCMILLAN RD,NEAR BEMISS, GA",Non-ref,SEPlains,1290.231,03,30.9527,-83.268487,GA," ",yes,21,21,20,T023177483
1922,02318000,"LITTLE RIVER NEAR ADEL, GA",Non-ref,SEPlains,1494.705,03,31.155,-83.543889,GA," ",yes,38,29,7,T02318000
1923,02318500,"WITHLACOOCHEE RIVER AT US 84, NEAR QUITMAN, GA",Non-ref,SEPlains,3863.679,03,30.793056,-83.453611,GA," ",yes,32,19,18,T02318500
1924,02318700,"OKAPILCO CREEK AT GA 33, NEAR QUITMAN, GA",Non-ref,SEPlains,704.6711,03,30.825556,-83.5625,GA," ",yes,29,29,20,T02318700
1925,02319000,"WITHLACOOCHEE RIVER NEAR PINETTA, FLA.",Non-ref,SEPlains,5505.854,03,30.595487,-83.259591,FL," ",yes,78,60,20,T02319000
1926,02319300,WITHLACOOCHEE RIVER NR MADISON FLA,Non-ref,SEPlains,5869.851,03,30.48244,-83.24292,FL," ",yes,4,4,4,T02319300
1927,02319394,"WITHLACOOCHEE RIVER NR LEE, FLA",Non-ref,SEPlains,6165.881,03,30.410494,-83.18014,FL," ",yes,8,8,8,T02319394
1928,02319500,"SUWANNEE RIVER AT ELLAVILLE, FLA",Non-ref,SEPlains,17891.41,03,30.384662,-83.171806,FL," ",yes,82,60,20,T02319500
1929,02319800,"SUWANNEE RIVER AT DOWLING PARK, FLORIDA",Non-ref,SEPlains,18480.44,03,30.244943,-83.249584,FL," ",yes,13,13,13,T02319800
1930,02320000,"SUWANNEE RIVER AT LURAVILLE, FLA.",Non-ref,SEPlains,18814.27,03,30.099945,-83.171525,FL," ",yes,23,13,13,T02320000
1931,02320500,"SUWANNEE RIVER AT BRANFORD, FLA.",Non-ref,SEPlains,20346.97,03,29.955785,-82.927628,FL," ",yes,78,60,20,T02320500
1932,02320700,"SANTA FE RIVER NEAR GRAHAM, FLA.",Non-ref,SECstPlain,236.4264,03,29.846354,-82.219549,FL," "," ",40,40,8,T02320700
1933,02321000,NEW RIVER NR LAKE BUTLER FLA,Ref,SECstPlain,465.3279,03,29.998295,-82.273999,FL," ",yes,39,39,18,T02321000
1934,02321500,"SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.",Non-ref,SECstPlain,1474.261,03,29.921907,-82.426225,FL," ",yes,78,60,20,T02321500
1935,02322000,SANTA FE RIVER NR HIGH SPRINGS,Non-ref,SECstPlain,2435.251,03,29.842739,-82.630951,FL," "," ",40,22,0,T02322000
1936,02322500,"SANTA FE RIVER NEAR FORT WHITE, FLA.",Non-ref,SECstPlain,2592.008,03,29.848848,-82.71512,FL," ",yes,79,60,20,T02322500
1937,02322698,"ICHETUCKNEE R A DAMPIER'S LANDING NR HILDRETH, FL",Ref,SEPlains,644.6268,03,29.960278,-82.772222,FL," ",yes,7,7,7,T02322698
1938,02322700,"ICHETUCKNEE R @ HWY27 NR HILDRETH, FL",Ref,SEPlains,654.462,03,29.952733,-82.785957,FL," ",yes,7,7,7,T02322700
1939,02322800,SANTA FE RIVER NR HILDRETH FLA,Ref,SECstPlain,3920.628,03,29.911621,-82.860403,FL," ",yes,6,6,6,T02322800
1940,02323000,"SUWANNEE RIVER NEAR BELL, FLORIDA",Non-ref,SEPlains,24495.97,03,29.791344,-82.924293,FL," ",yes,32,15,8,T02323000
1941,02323500,"SUWANNEE RIVER NEAR WILCOX, FLA.",Non-ref,SEPlains,25078.26,03,29.58968,-82.936513,FL," ",yes,69,60,20,T02323500
1942,02323592,SUWANNEE RIVER AB GOPHER RIVER NR SUWANNEE FL,Non-ref,SECstPlain,25913,03,29.339406,-83.086515,FL," ",yes,9,9,9,T02323592
1943,02324000,"STEINHATCHEE RIVER NEAR CROSS CITY, FLA.",Ref,SECstPlain,791.0239,03,29.786613,-83.321526,FL,yes,yes,59,59,20,T02324000
1944,02324400,"FENHOLLOWAY RIVER NEAR FOLEY, FLA.",Ref,SECstPlain,176.2654,03,30.098271,-83.471811,FL,yes,yes,54,54,20,T02324400
1945,02324500,"FENHOLLOWAY RIVER AT FOLEY, FLA.",Non-ref,SECstPlain,312.1136,03,30.065492,-83.557925,FL," "," ",52,49,9,T02324500
1946,02325000,FENHOLLOWAY RIVER NR PERRY FLA,Non-ref,SECstPlain,419.5886,03,30.071324,-83.662373,FL," ",yes,30,30,20,T02325000
1947,02326000,"ECONFINA RIVER NEAR PERRY, FLA.",Ref,SECstPlain,556.4121,03,30.170764,-83.823768,FL," ",yes,58,58,19,T02326000
1948,02326500,"AUCILLA RIVER AT LAMONT, FLA.",Non-ref,SEPlains,1944.506,03,30.369928,-83.806826,FL," "," ",32,32,2,T02326500
1949,02326512,"AUCILLA RIVER NR SCANLON, FLA.",Ref,SEPlains,2119.512,03,30.231318,-83.918772,FL," "," ",21,21,8,T02326512
1950,02326550,"AUCILLA RIVER NR MOUTH NEAR NUTALL RISE, FL",Non-ref,SEPlains,2584.033,03,30.11235,-83.97977,FL," ",yes,3,3,3,T02326550
1951,02326900,"ST. MARKS RIVER NEAR NEWPORT, FLA.",Non-ref,SEPlains,1383.529,03,30.26687,-84.149893,FL," ",yes,50,50,17,T02326900
